,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
0,2014 GMC Terrain SLT,"$17,998*",81K miles,9 year(s),,Null,1 Service Record(s) Reported,272 torque@4800rpm,301 horsepower@6500rpm,18.0 gal,"185.30"" L x 72.80"" W x 66.30"" H","112.50""",P235/60R17,"41.20""","39.80""",Null,"3,867 lbs",Null,17 city/24 hwy,"6-cyl, Gas, 3.6L",Front Wheel Drive,Automatic,Black/Brown,None,2']
1,2019 Hyundai Tucson SE,"$22,998*",23K miles,4 year(s),No Accidents or Damage Reported,Null,,150 torque@4700rpm,161 horsepower@6200rpm,16.4 gal,"176.4"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,455 lbs","1,000/1,000 lbs",22 city/25 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Brown/Cream,None,2']
2,2018 BMW X5 XDrive35i,"$33,998*",43K miles,5 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,300 torque@1200rpm,300 horsepower@5800rpm,22.4 gal,"192.4"" L x 76.3"" W x 69.4"" H","115.5""",P255/50WR19,"40.4""","40.5""",35.8 cu ft,"4,790 lbs","5,952/5,952 lbs",18 city/24 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
3,2018 BMW X1 XDrive28i,"$24,998*",60K miles,5 year(s),,Null,5 Service Record(s) Reported,258 torque@1450rpm,228 horsepower@5000rpm,16.1 gal,"175.4"" L x 71.7"" W x 62.9"" H","105.1""",P225/50VR18,"40.4""","41.9""",27.1 cu ft,"3,697 lbs",Null,22 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Blue/Black,None,2']
4,2020 Hyundai Santa Fe Limited,"$27,998*",43K miles,3 year(s),No Accidents or Damage Reported,Null,,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"187.8"" L x 74.4"" W x 66.1"" H","108.9""",P235/60HR18,"44.1""","41.2""",35.9 cu ft,"3,803 lbs",Null,22 city/29 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Gray,None,2']
5,2016 Jeep Compass High Altitude,"$14,998*",111K miles,7 year(s),No Accidents or Damage Reported,Null,,165 torque@4400rpm,172 horsepower@6000rpm,13.5 gal,"175.1"" L x 71.4"" W x 65"" H","103.7""",P225/60TR17,"40.6""","39.9""",22.7 cu ft,"3,345 lbs","1,000/1,000 lbs",20 city/26 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,Black/Black,None,2']
6,2016 Jeep Compass Sport,"$15,998*",89K miles,7 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,165 torque@4400rpm,172 horsepower@6000rpm,13.5 gal,"175.1"" L x 71.4"" W x 65"" H","103.7""",P215/60TR17,"40.6""","40.7""",22.7 cu ft,"3,258 lbs","1,000/1,000 lbs",22 city/27 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,Black/Black,None,2']
7,2017 GMC Terrain SLT,"$18,998*",94K miles,6 year(s),No Accidents or Damage Reported,Null,,172 torque@4900rpm,182 horsepower@6700rpm,18.8 gal,"185.50"" L x 72.80"" W x 66.30"" H","112.50""",P235/55R18,"41.20""","39.80""",Null,"4,054 lbs",Null,20 city/28 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Gray/Black,None,2']
8,2018 Ford Escape SEL,"$18,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,177 torque@2500rpm,179 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,576 lbs","2,000/2,000 lbs",23 city/30 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,White/Black,None,2']
9,2018 Subaru Crosstrek Premium,"$20,998*",94K miles,5 year(s),No Accidents or Damage Reported,Null,,145 torque@4000rpm,152 horsepower@6000rpm,16.6 gal,"175.8"" L x 71"" W x 63.6"" H","104.9""",P225/60HR17,"43.1""","39.8""",20.8 cu ft,"3,186 lbs","1,500/1,500 lbs",27 city/33 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
10,2014 Hyundai Tucson GLS,"$14,599*",112K miles,9 year(s),No Accidents or Damage Reported,Null,,151 torque@4000rpm,164 horsepower@6200rpm,15.3 gal,Null,"103.9""",P225/60HR17,"41.2""","39.4""",25.7 cu ft,"3,232 lbs","1,000/1,000 lbs",23 city/29 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Gray,None,2']
11,2013 Hyundai Santa Fe Sport,"$14,998*",117K miles,10 year(s),,Null,1 Service Record(s) Reported,181 torque@4250rpm,190 horsepower@6300rpm,17.4 gal,"184.6"" L x 74.0"" W x 66.1"" H","106.3""",P235/65R17,"41.3""","39.6""",Null,"3,459 lbs",Null,21 city/29 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Orange/Gray,None,2']
12,2017 Ford Escape S,"$18,998*",48K miles,6 year(s),No Accidents or Damage Reported,Null,,170 torque@4500rpm,168 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,515 lbs","1,500/1,500 lbs",21 city/29 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Orange/Gray,None,2']
13,2017 GMC Terrain SLE,"$16,998*",101K miles,6 year(s),,Null,4 Service Record(s) Reported,172 torque@4900rpm,182 horsepower@6700rpm,18.8 gal,"185.50"" L x 72.80"" W x 66.30"" H","112.50""",P235/55R18,"41.20""","39.80""",Null,"3,792 lbs",Null,21 city/31 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Gray/Black,None,2']
14,2017 Mitsubishi Outlander Sport ES,"$18,998*",23K miles,6 year(s),No Accidents or Damage Reported,Null,,145 torque@4200rpm,148 horsepower@6000rpm,16.6 gal,"171.5"" L x 71.3"" W x 64.8"" H","105.1""",P225/55HR18,"41.6""","39.4""",21.7 cu ft,"3,032 lbs",Null,23 city/29 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Manual 5 Speed,Silver/Black,None,2']
15,2018 BMW X3 XDrive30i,"$28,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,258 torque@1450rpm,248 horsepower@5200rpm,17.2 gal,"185.9"" L x 74.4"" W x 66"" H","112.8""",P225/60HR18,"40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,22 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
16,2015 Acura MDX,"$18,998*",116K miles,8 year(s),No Accidents or Damage Reported,Null,20 Service Record(s) Reported,267 torque@4500rpm,290 horsepower@6200rpm,19.5 gal,"193.6"" L x 77.2"" W x 67.6"" H","111""",P245/55HR19,"41.4""","38.1""",14.8 cu ft,"4,294 lbs","3,500/3,500 lbs",18 city/27 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Tan,None,2']
17,2019 Jeep Compass Altitude,"$24,998*",51K miles,4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,175 torque@3900rpm,180 horsepower@6400rpm,13.5 gal,"173"" L x 73.8"" W x 64.8"" H","103.8""",P225/55HR18,"41.8""","39.2""",27.2 cu ft,"3,184 lbs","1,000/1,000 lbs",22 city/31 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
18,2018 Porsche Macan,"$35,998*",37K miles,5 year(s),No Accidents or Damage Reported,Null,,273 torque@1600rpm,252 horsepower@5000rpm,19.8 gal,"184.3"" L x 76.1"" W x 63.9"" H","110.5""",P235/60VR18,"""","""",17.7 cu ft,"3,902 lbs","4,409/4,409 lbs",20 city/25 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
19,2018 Kia Sorento LX,"$20,998*",60K miles,5 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"187.4"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",11.3 cu ft,"3,840 lbs","2,000/2,000 lbs",21 city/25 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Gray/Black,None,2']
20,2020 Chevrolet Equinox LT,"$21,998*",60K miles,3 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,203 torque@2000-4000rpm,170 horsepower@5600rpm,15.6 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,478 lbs",Null,25 city/30 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Black/Black,None,2']
21,2016 Jeep Patriot High Altitude,"$15,998*",97K miles,7 year(s),,Null,,141 torque@5000rpm,158 horsepower@6400rpm,13.6 gal,"173.8"" L x 69.2"" W x 65.5"" H","103.7""",P215/60TR17,"40.6""","41""",23 cu ft,"3,210 lbs","1,000/1,000 lbs",22 city/26 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,White/Black,None,2']
22,2018 Hyundai Tucson SEL,"$16,998*",101K miles,5 year(s),,Null,,151 torque@4000rpm,164 horsepower@6200rpm,16.4 gal,"176.2"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",23 city/30 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,None,2']
23,2014 Honda Pilot Touring,"$20,998*",110K miles,9 year(s),,Null,7 Service Record(s) Reported,253 torque@4800rpm,250 horsepower@5700rpm,21 gal,Null,"109.2""",P235/60TR18,"41.4""","39.3""",18 cu ft,"4,608 lbs","4,500/4,500 lbs",17 city/24 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,White/Gray,None,2']
24,2020 Volvo XC90 T6 Momentum,"$39,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,,295 torque@2200rpm,316 horsepower@5700rpm,18.8 gal,"194.9"" L x 79.1"" W x 69.9"" H","117.5""",P235/55HR19,"40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",20 city/27 hwy,"4-cyl, Turbo Supercharged, 2.0L",All Wheel Drive,Automatic,White/Tan,None,2']
25,2016 Audi Q5 Premium Plus,"$22,998*",65K miles,7 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,258 torque@1500rpm,220 horsepower@4450rpm,19.8 gal,"182.6"" L x 74.7"" W x 65.2"" H","110.5""",P235/60HR18,"41""","39.4""",29.1 cu ft,"4,200 lbs","4,400/4,400 lbs",20 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Pearl/Tan,None,2']
26,2016 Kia Sorento EX,"$18,998*",76K miles,7 year(s),,Null,1 Service Record(s) Reported,260 torque@1450rpm,240 horsepower@6000rpm,18.8 gal,"187.4"" L x 74.4"" W x 66.3"" H","109.4""",P235/60HR18,"44.1""","39.5""",38.8 cu ft,"4,004 lbs","3,500/3,500 lbs",19 city/25 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
27,2017 Nissan Rogue SV,"$16,998*",116K miles,6 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68.1"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,441 lbs","1,000/1,000 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Blue/Gray,None,2']
28,2014 Nissan Rogue S,"$14,998*",124K miles,9 year(s),,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"182.3"" L x 72.4"" W x 66.3"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,393 lbs","1,000/1,000 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Silver/Tan,None,2']
29,2018 Kia Sportage EX,"$17,998*",82K miles,5 year(s),,Null,6 Service Record(s) Reported,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 73"" W x 64.8"" H","105.1""",P235/55HR18,"41.5""","39.3""",30.7 cu ft,"3,305 lbs","1,650/1,650 lbs",22 city/29 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Blue/Black,None,2']
30,2019 Volvo XC90 T6 Momentum,"$37,998*",36K miles,4 year(s),No Accidents or Damage Reported,Null,,295 torque@2200rpm,316 horsepower@5700rpm,18.8 gal,"194.9"" L x 79.1"" W x 69.9"" H","117.5""",P235/55HR19,"40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",19 city/26 hwy,"4-cyl, Turbo Supercharged, 2.0L",All Wheel Drive,Automatic,Blue/Tan,None,2']
31,2014 Cadillac SRX Premium,"$24,998*",41K miles,9 year(s),,Null,1 Service Record(s) Reported,265 torque@2400rpm,308 horsepower@6800rpm,21 gal,"190.30"" L x 75.20"" W x 65.70"" H","110.50""",P235/55HR20,"41.20""","39.70""",Null,"4,442 lbs",Null,16 city/23 hwy,"6-cyl, Gas, 3.6L",All Wheel Drive,Automatic,Blue/Black,None,2']
32,2020 Jeep Renegade Altitude,"$23,998*",13K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@3900rpm,180 horsepower@6400rpm,12.7 gal,"166.6"" L x 74.2"" W x 66.5"" H","101.2""",P215/60TR17,"41.2""","41.1""",18.5 cu ft,"3,056 lbs",Null,22 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
33,2019 Jeep Compass Sport,"$20,998*",40K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,175 torque@3900rpm,180 horsepower@6400rpm,13.5 gal,"173"" L x 73.8"" W x 64.6"" H","103.8""",P215/65HR16,"41.8""","39.2""",27.2 cu ft,"3,184 lbs","1,000/1,000 lbs",23 city/32 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Blue/Black,None,2']
34,2015 Subaru Forester 2.0XT Touring,"$17,998*",114K miles,8 year(s),No Accidents or Damage Reported,Null,,258 torque@2000rpm,250 horsepower@5600rpm,15.9 gal,"180.9"" L x 70.7"" W x 68.2"" H","103.9""",P225/55HR18,"43""","40""",31.5 cu ft,"3,651 lbs","1,500/1,500 lbs",23 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
35,2016 Nissan Murano SL,"$21,998*",69K miles,7 year(s),No Accidents or Damage Reported,Null,,240 torque@4400rpm,260 horsepower@6000rpm,19 gal,"192.4"" L x 75.4"" W x 66.6"" H","111.2""",P235/65TR18,"40.5""","38.1""",39.6 cu ft,"3,977 lbs","1,499/1,499 lbs",21 city/28 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Silver/Brown,None,2']
36,2019 Volvo XC90 T6 Momentum,"$34,998*",46K miles,4 year(s),No Accidents or Damage Reported,Null,,295 torque@2200rpm,316 horsepower@5700rpm,18.8 gal,"194.9"" L x 79.1"" W x 69.9"" H","117.5""",P235/55HR19,"40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",19 city/26 hwy,"4-cyl, Turbo Supercharged, 2.0L",All Wheel Drive,Automatic,Black/Champagne,None,2']
37,2015 Hyundai Santa Fe Sport 2.0T,"$18,998*",80K miles,8 year(s),,Null,,269 torque@1750rpm,264 horsepower@6000rpm,17.4 gal,"184.6"" L x 74"" W x 66.1"" H","106.3""",P235/60TR18,"41.3""","39.6""",35.4 cu ft,"3,706 lbs","3,500/3,500 lbs",18 city/24 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Red/Tan,None,2']
38,2019 Kia Sorento LX,"$20,998*",58K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"189"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",11.3 cu ft,"3,810 lbs","2,000/2,000 lbs",22 city/29 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Blue/Black,None,2']
39,2017 Honda Pilot EX-L,"$21,998*",117K miles,6 year(s),,Null,1 Service Record(s) Reported,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"194.5"" L x 78.6"" W x 69.8"" H","111""",P245/60HR18,"40.9""","39.5""",16.5 cu ft,"4,288 lbs",Null,18 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Silver/Gray,None,2']
40,2020 Hyundai Tucson SE,"$24,998*",3K miles,3 year(s),No Accidents or Damage Reported,Null,,150 torque@4700rpm,161 horsepower@6200rpm,16.4 gal,"176.4"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,455 lbs","1,000/1,000 lbs",22 city/25 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Gray/Gray,None,2']
41,2015 Chevrolet Equinox LTZ,"$17,998*",74K miles,8 year(s),No Accidents or Damage Reported,Null,,172 torque@4900rpm,182 horsepower@6700rpm,18.8 gal,"187.80"" L x 72.50"" W x 66.30"" H","112.50""",P235/55R18,"41.20""","40.90""",Null,"3,829 lbs",Null,22 city/32 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
42,2020 Chevrolet Equinox LT,"$22,998*",30K miles,3 year(s),No Accidents or Damage Reported,Null,,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,325 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Gray/Black,None,2']
43,2013 Ford Edge SE,"$15,998*",80K miles,10 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,253 torque@4000rpm,285 horsepower@6500rpm,18.3 gal,"184.200"" L x 76.000"" W x 67.000"" H","111.200""",P235/65R17,"40.700""","40.000""",Null,"4,056 lbs",Null,19 city/27 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
44,2012 Chevrolet Captiva Sport LT,"$12,998*",118K miles,11 year(s),No Accidents or Damage Reported,Null,11 Service Record(s) Reported,222 torque@5100rpm,264 horsepower@6950rpm,19.2 gal,"180.1"" L x 72.8"" W x 67.0"" H","106.6""",P235/60R17,"40.7""","40.2""",Null,"3,831 lbs","3,500/3,500 lbs",17 city/24 hwy,"6-cyl, Gas, 3.0L",Front Wheel Drive,Automatic,White/Black,None,2']
45,2016 Acura MDX,"$24,998*",66K miles,7 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,267 torque@4700rpm,290 horsepower@6200rpm,19.5 gal,"193.6"" L x 77.2"" W x 67.6"" H","111""",P245/55HR19,"41.5""","38.1""",15 cu ft,"4,262 lbs","3,500/3,500 lbs",18 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Tan,None,2']
46,2017 Kia Sorento LX,"$19,998*",61K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"187.4"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",38.8 cu ft,"3,840 lbs","2,000/2,000 lbs",21 city/25 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Gray/Gray,None,2']
47,2012 Acura MDX,"$16,998*",104K miles,11 year(s),Multiple Damage Events,Null,1 Service Record(s) Reported,270 torque@4500rpm,300 horsepower@6300rpm,21.0 gal,"191.6"" L x 78.5"" W x 68.2"" H","108.3""",P255/55HR18,"41.2""","39.2""",15.0 cu ft,"4,550 lbs",Null,16 city/21 hwy,"6-cyl, Gas, 3.7L",All Wheel Drive,Automatic,Black/Tan,None,2']
