,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
0,2019 Ford Mustang Ecoboost Premium,"$24,998*",38K miles,4 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,White/Black,None,2']
1,2015 Chevrolet Camaro LS,"$20,998*",55K miles,8 year(s),No Accidents or Damage Reported,Null,,278 torque@4800rpm,323 horsepower@6800rpm,19.0 gal,"190.6"" L x 75.50"" W x 54.20"" H","112.30""",P245/55R18,"42.40""","37.40""",Null,"3,719 lbs",Null,17 city/28 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Black/Black,None,2']
2,2021 Chevrolet Corvette Stingray 2LT,"$75,998*",17K miles,2 year(s),No Accidents or Damage Reported,Null,,465 torque@5150rpm,490 horsepower@6450rpm,18.5 gal,"182.3"" L x 76.1"" W x 48.6"" H","107.2""",245/35ZR19,"42.8""","37.9""",Null,"3,366 lbs",Null,15 city/27 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
3,2018 Dodge Challenger SXT Plus,"$27,998*",31K miles,5 year(s),No Accidents or Damage Reported,Null,,268 torque@4800rpm,305 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"3,894 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,White/Black,None,2']
4,2014 Dodge Challenger SXT Plus,"$24,998*",24K miles,9 year(s),No Accidents or Damage Reported,Null,,268 torque@4800rpm,305 horsepower@6350rpm,19.5 gal,"197.7"" L x 75.7"" W x 57.1"" H","116""",P235/55HR18,"42""","39.3""",Null,"3,834 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Black/Brown,None,2']
5,2020 Subaru BRZ Limited,"$28,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,,156 torque@6400rpm,205 horsepower@7000rpm,13.2 gal,"166.7"" L x 69.9"" W x 52"" H","101.2""",P215/45WR17,"41.9""","37.1""",Null,"2,798 lbs",Null,21 city/29 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Manual 6 Speed,Gray/Black,None,2']
6,2013 Chevrolet Camaro SS,"$25,998*",68K miles,10 year(s),,Null,2 Service Record(s) Reported,420 torque@4600rpm,426 horsepower@5900rpm,19.0 gal,"190.40"" L x 75.50"" W x 54.20"" H","112.30""",P245/45R20,"42.40""","37.40""",Null,"3,860 lbs",Null,16 city/24 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Red/Black,None,2']
7,2015 Volkswagen Beetle,"$20,998*",62K miles,8 year(s),,Null,,184 torque@1500rpm,170 horsepower@4800rpm,14.5 gal,"168.4"" L x 71.2"" W x 58"" H","100""",P235/45HR18,"41.3""","39.3""",Null,"3,225 lbs",Null,24 city/32 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,Black/Tan,None,2']
8,2017 Chevrolet Corvette Stingray,"$46,998*",16K miles,6 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,460 torque@4600rpm,455 horsepower@6000rpm,18.5 gal,"176.9"" L x 73.9"" W x 48.8"" H","106.7""",P245/40ZR18,"43""","37.9""",Null,"3,298 lbs",Null,16 city/25 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Manual 7 Speed,Black/Red,None,2']
9,2020 Ford Mustang Ecoboost Premium,"$24,998*",58K miles,3 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
10,2018 BMW M4,"$53,998*",21K miles,5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,406 torque@1850rpm,425 horsepower@5500rpm,15.9 gal,"184.5"" L x 73.6"" W x 54.4"" H","110.7""",P255/40YR18,"42.2""","39.8""",Null,"3,530 lbs",Null,17 city/25 hwy,"6-cyl, Turbo Gas, 3.0L",Null,Automatic,Silver/Black,None,2']
11,2021 Dodge Challenger R/T Scat Pack,"$43,998*",32K miles,2 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,230 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,Green/Black,None,2']
12,2021 Ford Mustang Ecoboost Premium,"$30,998*",28K miles,2 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Blue/Black,None,2']
13,2018 Dodge Challenger R/T,"$29,998*",56K miles,5 year(s),,Null,3 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
14,2019 Ford Mustang GT Premium,"$29,998*",39K miles,4 year(s),No Accidents or Damage Reported,Null,,420 torque@4600rpm,460 horsepower@7000rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,825 lbs",Null,Null,"8-cyl, Gas, 5.0L",Null,Automatic,Silver/Black,None,2']
15,2020 Dodge Challenger R/T Scat Pack Widebody,"$52,998*",12K miles,3 year(s),,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 79.2"" W x 57.5"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,308 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,Blue/Black,None,2']
16,2015 Cadillac CTS-V,"$46,998*",59K miles,8 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14 city/19 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Black/Black,None,2']
17,2021 Chevrolet Camaro LT1,"$35,998*",24K miles,2 year(s),No Accidents or Damage Reported,Null,,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/40R20,"43.9""","38.5""",Null,"3,619 lbs",Null,Null,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Manual 6 Speed,Gray/Black,None,2']
18,2022 Ford Mustang Ecoboost Premium,"$30,998*",11K miles,1 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
19,2012 Infiniti G37,"$23,998*",29K miles,11 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,267 torque@5200rpm,325 horsepower@7000rpm,20.0 gal,"183.3"" L x 72.9"" W x 55.1"" H","112.2""",P225/50VR18,"43.9""","39.4""",Null,"4,083 lbs",Null,17 city/25 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,Gray/Gray,None,2']
20,2020 Ford Mustang GT Premium,"$36,998*",35K miles,3 year(s),No Accidents or Damage Reported,Null,,420 torque@4600rpm,460 horsepower@7000rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,825 lbs",Null,15 city/24 hwy,"8-cyl, Gas, 5.0L",Null,Automatic,Red/Red,None,2']
21,2015 Ford Mustang GT,"$29,998*",34K miles,8 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15 city/25 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
22,2021 Ford Mustang Ecoboost Premium,"$25,998*",37K miles,2 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
23,2020 Toyota 86 Hakone Edition,"$32,998*",6K miles,3 year(s),No Accidents or Damage Reported,Null,,151 torque@6400rpm,200 horsepower@7000rpm,13.2 gal,"166.7"" L x 69.9"" W x 50.6"" H","101.2""",P215/45WR17,"41.9""","37.1""",Null,"2,817 lbs",Null,24 city/32 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Automatic,Green/Black,None,2']
24,2019 Ford Mustang Ecoboost,"$21,998*",92K miles,4 year(s),,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
25,2019 Toyota 86,"$22,998*",96K miles,4 year(s),No Accidents or Damage Reported,Null,,156 torque@6400rpm,205 horsepower@7000rpm,13.2 gal,"166.7"" L x 69.9"" W x 50.6"" H","101.2""",P215/45WR17,"41.9""","37.1""",Null,"2,776 lbs",Null,21 city/28 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Manual 6 Speed,Black/Black,None,2']
26,2017 Ford Mustang GT,"$28,998*",80K miles,6 year(s),,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15 city/25 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,Black/Black,None,2']
27,2021 Ford Mustang Ecoboost Premium,"$25,998*",57K miles,2 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
28,2019 Volkswagen Beetle Final Edition SEL,"$34,998*",27K miles,4 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,184 torque@1500rpm,174 horsepower@5000rpm,14.5 gal,"168.8"" L x 71.9"" W x 58"" H","100.1""",P235/45HR18,"41.3""","39.3""",Null,"3,239 lbs",Null,26 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,White/Black,None,2']
29,2019 Dodge Challenger SXT Plus,"$28,998*",47K miles,4 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"6-cyl, Gas, 3.6L",Null,Automatic,Black/Black,None,2']
30,2019 Chevrolet Camaro LT,"$24,998*",40K miles,4 year(s),No Accidents or Damage Reported,Null,,295 torque@3000-4500rpm,275 horsepower@5600rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/50R18,"43.9""","38.4""",Null,"3,647 lbs",Null,20 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,White/Black,None,2']
31,2019 Chevrolet Camaro 2SS,"$34,998*",57K miles,4 year(s),No Accidents or Damage Reported,Null,,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/40ZR20,"43.9""","38.4""",Null,"3,956 lbs",Null,16 city/24 hwy,"8-cyl, Gas, 6.2L",Null,Automatic,White/Black,None,2']
32,2023 Subaru BRZ Limited,"$31,998*",2K miles,Current Year,No Accidents or Damage Reported,Null,,184 torque@3700rpm,228 horsepower@7000rpm,13.2 gal,"167.9"" L x 69.9"" W x 51.6"" H","101.4""",P215/40YR18,"41.5""","37""",Null,"2,835 lbs",Null,20 city/27 hwy,"4-cyl, Gas, 2.4L",Rear Wheel Drive,Manual 6 Speed,Red/Black,None,2']
33,2019 Chevrolet Camaro LT,"$23,998*",58K miles,4 year(s),No Accidents or Damage Reported,Null,,295 torque@3000-4500rpm,275 horsepower@5600rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/50R18,"43.9""","38.4""",Null,"3,647 lbs",Null,20 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Gray/Black,None,2']
34,2017 Ford Mustang Ecoboost Premium,"$22,998*",64K miles,6 year(s),No Accidents or Damage Reported,Null,,320 torque@2500rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Manual 6 Speed,Black/Black,None,2']
35,2023 Chevrolet Camaro 2LT,"$36,998*",11K miles,Current Year,No Accidents or Damage Reported,Null,,295 torque@3000-4500rpm,275 horsepower@5600rpm,19 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/50R18,"43.9""","38.5""",Null,"3,374 lbs",Null,28 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Black/Black,None,2']
36,2021 Dodge Challenger R/T Scat Pack,"$41,998*",15K miles,2 year(s),,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,230 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,Gray/Black,None,2']
37,2018 Ford Mustang Ecoboost Premium,"$24,998*",32K miles,5 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Red/Black,None,2']
38,2014 Ford Mustang,"$18,998*",60K miles,9 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,280 torque@4250rpm,305 horsepower@6500rpm,16 gal,"188.5"" L x 73.9"" W x 55.8"" H","107.1""",P215/65TR17,"42.4""","38.8""",Null,"3,630 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
39,2018 Dodge Challenger R/T,"$30,998*",28K miles,5 year(s),No Accidents or Damage Reported,Null,,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,190 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Manual 6 Speed,Silver/Black,None,2']
40,2018 Honda Civic SI,"$28,998*",9K miles,5 year(s),No Accidents or Damage Reported,Null,,192 torque@2100rpm,205 horsepower@5700rpm,12.4 gal,"177.3"" L x 70.9"" W x 54.7"" H","106.3""",P235/40WR18,"42.3""","36.5""",Null,"2,889 lbs",Null,28 city/38 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Manual 6 Speed,Green/Black,None,2']
41,2022 Dodge Challenger SXT,"$29,998*",25K miles,1 year(s),No Accidents or Damage Reported,Null,,268 torque@4800rpm,303 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P235/55HR18,"42""","39.3""",Null,"3,841 lbs",Null,Null,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
42,2023 Ford Mustang Mach 1,"$58,998*",4K miles,Current Year,No Accidents or Damage Reported,Null,,410 torque@4800rpm,470 horsepower@7000rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P255/40YR19,"44.5""","37.6""",Null,"3,868 lbs",Null,Null,"8-cyl, Gas, 5.0L",Null,Automatic,Gray/Black,None,2']
43,2022 Ford Mustang Ecoboost Premium,"$26,998*",46K miles,1 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
44,2022 Dodge Challenger R/T,"$32,998*",33K miles,1 year(s),No Accidents or Damage Reported,Null,,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,157 lbs",Null,Null,"8-cyl, Gas, 5.7L",Null,Automatic,Red/Black,None,2']
45,2024 BMW M4 Competition,"$85,998*",5K miles,Current Year,No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"6-cyl, , 3.0L",Null,Automatic,Gray/Black,None,2']
46,2024 Mini Cooper,"$34,998*",4K miles,Current Year,No Accidents or Damage Reported,Null,,162 torque@1480rpm,134 horsepower@4500rpm,11.6 gal,"152.2"" L x 68"" W x 55.7"" H","98.2""",P195/55HR16,"41.4""","40.3""",Null,"2,892 lbs",Null,Null,"3-cyl, Turbo Gas, 1.5L",Null,Automatic,Green/Black,None,2']
47,2017 Honda Civic LX-P,"$20,998*",51K miles,6 year(s),,Null,2 Service Record(s) Reported,138 torque@4200rpm,158 horsepower@6500rpm,12.4 gal,"176.9"" L x 70.8"" W x 54.9"" H","106.3""",P215/55HR16,"42.3""","36.5""",Null,"2,775 lbs",Null,30 city/39 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Tan,None,2']
48,2017 Volkswagen Beetle Classic,"$27,998*",16K miles,6 year(s),No Accidents or Damage Reported,Null,,184 torque@1500rpm,170 horsepower@4800rpm,14.5 gal,"168.4"" L x 71.2"" W x 58"" H","100""",P215/55HR17,"41.3""","39.3""",Null,"3,225 lbs",Null,24 city/33 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,Gray/Brown,None,2']
49,2021 Dodge Challenger SXT,"$28,998*",21K miles,2 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,268 torque@4800rpm,303 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 58.4"" H","116.2""",P235/55HR19,"42""","39.3""",Null,"4,057 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.6L",All Wheel Drive,Automatic,Black/Black,None,2']
50,2020 Dodge Challenger R/T Scat Pack,"$43,998*",12K miles,3 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,230 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Rear Wheel Drive,Manual 6 Speed,Purple/Black,None,2']
51,2013 BMW M3,"$35,998*",45K miles,10 year(s),,Null,8 Service Record(s) Reported,295 torque@3900rpm,414 horsepower@8300rpm,16.6 gal,"181.7"" L x 71.0"" W x 54.8"" H","108.7""",P245/40ZR18,"41.8""","38.0""",Null,"4,145 lbs",Null,13 city/20 hwy,"8-cyl, Gas, 4.0L",Null,Automatic,Red/Black,None,2']
52,2020 Ford Mustang Shelby GT350,"$66,998*",9K miles,3 year(s),No Accidents or Damage Reported,Null,,429 torque@4750rpm,526 horsepower@7500rpm,16 gal,"188.9"" L x 75.9"" W x 54.2"" H","107.1""",P295/35ZR19,"44.5""","37.6""",Null,"3,760 lbs",Null,14 city/21 hwy,"8-cyl, Gas, 5.2L",Rear Wheel Drive,Manual 6 Speed,Blue/Black,None,2']
53,2018 Ford Mustang Ecoboost Premium,"$22,998*",85K miles,5 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
54,2021 Audi TT RS,"$66,998*",28K miles,2 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,354 torque@2000rpm,394 horsepower@6000rpm,14.5 gal,"165"" L x 72.1"" W x 52.9"" H","98.6""",P255/30YR20,"41.1""","37.1""",Null,"3,296 lbs",Null,Null,"5-cyl, Turbo Gas, 2.5L",All Wheel Drive,Automatic,Black/Black,None,2']
55,2017 Ford Mustang GT,"$28,998*",53K miles,6 year(s),,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14 city/23 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,Black/Black,None,2']
56,2020 Dodge Challenger SXT,"$27,998*",33K miles,3 year(s),No Accidents or Damage Reported,Null,,268 torque@4800rpm,305 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P235/55HR19,"42""","39.3""",Null,"4,057 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.6L",All Wheel Drive,Automatic,Burgundy/Black,None,2']
57,2019 Ford Mustang Ecoboost Premium,"$27,998*",28K miles,4 year(s),,Null,2 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
58,2018 BMW M240 XI,"$34,998*",26K miles,5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,369 torque@1520rpm,335 horsepower@5500rpm,13.7 gal,"175.9"" L x 69.8"" W x 55.2"" H","105.9""",P225/40YR18,"41.5""","40.5""",Null,"3,944 lbs",Null,21 city/30 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,White/Tan,None,2']
59,2018 Buick Cascada Premium,"$21,998*",60K miles,5 year(s),No Accidents or Damage Reported,Null,,207 torque@1800-4500rpm,200 horsepower@5500rpm,14.3 gal,"184.9"" L x 72.4"" W x 56.8"" H","106.1""",P245/40R20,"42.2""","37.8""",Null,"3,979 lbs",Null,21 city/29 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,White/Cream,None,2']
60,2015 BMW M4,"$35,998*",74K miles,8 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,406 torque@1850rpm,425 horsepower@5500rpm,15.9 gal,"184.5"" L x 73.6"" W x 54.6"" H","110.7""",P255/40YR18,"42.2""","40.4""",Null,"4,055 lbs",Null,17 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Automatic,Silver/Gray,None,2']
61,2015 BMW M4,"$44,998*",32K miles,8 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,406 torque@1850rpm,425 horsepower@5500rpm,15.9 gal,"184.5"" L x 73.6"" W x 54.4"" H","110.7""",P255/40YR18,"42.2""","39.8""",Null,"3,530 lbs",Null,17 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Automatic,Gray/Tan,None,2']
62,2014 Ford Mustang Shelby GT500,"$55,998*",25K miles,9 year(s),No Accidents or Damage Reported,Null,,631 torque@4000rpm,662 horsepower@6250rpm,16 gal,"189.4"" L x 73.9"" W x 55.4"" H","107.1""",P265/40WR19,"42.4""","38.5""",Null,"3,845 lbs",Null,15 city/24 hwy,"8-cyl, Supercharged Gas, 5.8L",Rear Wheel Drive,Manual 6 Speed,White/Black,None,2']
63,2014 Hyundai Genesis,"$21,998*",28K miles,9 year(s),,Null,,275 torque@2000rpm,274 horsepower@6000rpm,17.2 gal,"182.3"" L x 73.4"" W x 54.5"" H","111""",P225/45VR18,"44.1""","39.2""",Null,"3,495 lbs",Null,17 city/27 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,Black/Black,None,2']
64,2023 Ford Mustang Mach 1,"$56,998*",2K miles,Current Year,No Accidents or Damage Reported,Null,,410 torque@4800rpm,470 horsepower@7000rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P255/40YR19,"44.5""","37.6""",Null,"3,868 lbs",Null,Null,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Manual 6 Speed,Gray/Black,None,2']
65,2021 Dodge Challenger SXT,"$24,998*",59K miles,2 year(s),No Accidents or Damage Reported,Null,,268 torque@4800rpm,303 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P235/55HR18,"42""","39.3""",Null,"3,858 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Red/Black,None,2']
