,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
133,2022 Ford Mustang Ecoboost Premium,"$26,998*",37K miles,1 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
134,2021 Ford Mustang Ecoboost Premium,"$30,998*",14K miles,2 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
135,2020 BMW 430 I xDrive,"$33,998*",22K miles,3 year(s),,Null,1 Service Record(s) Reported,258 torque@1450rpm,248 horsepower@5200rpm,15.8 gal,"182.7"" L x 71.9"" W x 54.8"" H","110.6""",P225/45VR18,"42.2""","39.8""",Null,"3,697 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
136,2017 Dodge Challenger R/T Scat Pack,"$33,998*",56K miles,6 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,232 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Rear Wheel Drive,Manual 6 Speed,White/Black,None,2']
137,2015 Ford Mustang Ecoboost,"$21,998*",53K miles,8 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
138,2019 Dodge Challenger SXT,"$27,998*",27K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,268 torque@4800rpm,305 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P235/55HR18,"42""","39.3""",Null,"3,894 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Silver/Black,None,2']
139,2016 Buick Cascada Premium,"$19,998*",78K miles,7 year(s),No Accidents or Damage Reported,Null,20 Service Record(s) Reported,206,200,14.3 gal,"184.9"" L x 72.4"" W x 56.8"" H","106.1""",P245/40R20,"42.2""","37.8""",Null,"3,979 lbs",Null,20 city/27 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,White/Tan,None,2']
140,2019 Ford Mustang Ecoboost,"$25,998*",21K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
141,2013 Hyundai Elantra GS,"$15,998*",32K miles,10 year(s),No Accidents or Damage Reported,Null,,131 torque@4700rpm,148 horsepower@6500rpm,13.200 gal,"178.700"" L x 69.900"" W x 56.500"" H","106.300""",P205/55R16,"43.600""","39.800""",Null,"2,729 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Blue/Gray,None,2']
142,2021 Ford Mustang Ecoboost Premium,"$28,998*",29K miles,2 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
143,2017 Dodge Challenger 392 Hemi Scat Pack Shaker,"$38,998*",25K miles,6 year(s),,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,232 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
144,2021 Ford Mustang Ecoboost,"$29,998*",9K miles,2 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
145,2015 Infiniti Q60 Limited,"$23,998*",75K miles,8 year(s),No Accidents or Damage Reported,Null,,276 torque@5200rpm,348 horsepower@7400rpm,20 gal,"185.1"" L x 71.8"" W x 54.9"" H","112.2""",P225/45WR19,"43.8""","37.7""",Null,"3,781 lbs",Null,19 city/27 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,White/Black,None,2']
146,2019 Mercedes-Benz C300,"$28,998*",77K miles,4 year(s),,Null,,273 torque@1800rpm,255 horsepower@5800rpm,17.4 gal,"184.5"" L x 71.3"" W x 55.3"" H","111.8""",P225/45HR18,"42""","38.8""",Null,"3,682 lbs",Null,22 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
147,2017 Ford Mustang Ecoboost,"$23,998*",58K miles,6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,320 torque@2500rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
148,2016 Cadillac ELR,"$24,998*",72K miles,7 year(s),,Null,5 Service Record(s) Reported,373,233,9.3 gal,"186.00"" L x 72.70"" W x 55.90"" H","106.10""",P245/40R20,"42.20""","36.90""",Null,"4,065 lbs",Null,Null,"4-cyl, Plug-in Hybrid, 1.4L",Front Wheel Drive,Automatic,Burgundy/Black,None,2']
149,2021 Chevrolet Camaro LT1,"$42,998*",11K miles,2 year(s),No Accidents or Damage Reported,Null,,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/40R20,"43.9""","38.4""",Null,"3,865 lbs",Null,Null,"8-cyl, Gas, 6.2L",Null,Automatic,Black/Black,None,2']
150,2014 Smart Fortwo Passion,"$9,599*",84K miles,9 year(s),No Accidents or Damage Reported,Null,,68 torque@4500rpm,70 horsepower@5800rpm,8.7 gal,"106.1"" L x 61.4"" W x 60.7"" H","73.5""",P155/60TR15,"41.2""","39.7""",Null,"1,808 lbs",Null,34 city/38 hwy,"3-cyl, Gas, 1.0L",Rear Wheel Drive,Automatic,White/Black,None,2']
151,2016 Ford Mustang Ecoboost,"$19,998*",81K miles,7 year(s),,Null,4 Service Record(s) Reported,320 torque@2500rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,22 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
152,2014 Dodge Challenger R/T,"$25,998*",34K miles,9 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,410 torque@4300rpm,375 horsepower@5150rpm,19.5 gal,"197.7"" L x 75.7"" W x 57.1"" H","116""",P245/45YR20,"42""","39.3""",Null,"4,082 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Manual 6 Speed,Black/Black,None,2']
153,2016 Ford Mustang GT,"$29,998*",49K miles,7 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15 city/25 hwy,"8-cyl, Gas, 5.0L",Null,Manual 6 Speed,Black/Black,None,2']
154,2020 Ford Mustang Ecoboost,"$23,998*",74K miles,3 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
155,2022 Ford Mustang Ecoboost,"$29,998*",18K miles,1 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Blue/Black,None,2']
156,2018 Chevrolet Camaro SS,"$37,998*",46K miles,5 year(s),,Null,1 Service Record(s) Reported,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.30"" L x 74.70"" W x 53.10"" H","110.70""",P245/40ZR20,"43.90""","38.50""",Null,"3,685 lbs",Null,16 city/25 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Blue/Black,None,2']
157,2020 Dodge Challenger R/T,"$37,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,182 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Null,Automatic,Black/Black,None,2']
158,2015 Chevrolet Camaro SS,"$25,998*",85K miles,8 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,420 torque@4600rpm,426 horsepower@5900rpm,19.0 gal,"190.6"" L x 75.50"" W x 54.20"" H","112.30""",P245/45R20,"42.40""","37.40""",Null,"3,908 lbs",Null,16 city/24 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Black/Black,None,2']
159,2022 Dodge Challenger R/T Scat Pack Widebody,"$52,998*",8K miles,1 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 78.3"" W x 57.5"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,298 lbs",Null,Null,"8-cyl, Gas, 6.4L",Null,Automatic,White/Black,None,2']
160,2014 Infiniti Q60 S,"$17,998*",119K miles,9 year(s),,Null,,270 torque@5200rpm,330 horsepower@7000rpm,20 gal,"183.7"" L x 71.8"" W x 54.9"" H","112.2""",P225/45WR19,"43.8""","37.7""",Null,"3,708 lbs",Null,17 city/25 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Manual 6 Speed,Black/Black,None,2']
161,2015 Volkswagen Beetle,"$24,998*",25K miles,8 year(s),No Accidents or Damage Reported,Null,,184 torque@1500rpm,170 horsepower@4800rpm,14.5 gal,"168.4"" L x 71.2"" W x 58"" H","100""",P235/45HR18,"41.3""","39.3""",Null,"3,225 lbs",Null,24 city/32 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,Red/Black,None,2']
162,2019 Mini Cooper S,"$32,998*",3K miles,4 year(s),,Null,,207 torque@1350rpm,189 horsepower@4400rpm,11.6 gal,"151.9"" L x 68"" W x 55.7"" H","98.2""",P195/55VR16,"41.4""","39.8""",Null,"2,985 lbs",Null,23 city/32 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Silver/Brown,None,2']
163,2016 Honda Civic Touring,"$18,998*",85K miles,7 year(s),No Accidents or Damage Reported,Null,,162 torque@1700rpm,174 horsepower@6000rpm,12.4 gal,"176.9"" L x 70.8"" W x 54.9"" H","106.3""",P215/50HR17,"42.3""","36.5""",Null,"2,888 lbs",Null,31 city/41 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
164,2017 Mercedes-Benz AMG GT,"$74,998*",28K miles,6 year(s),,Null,3 Service Record(s) Reported,443 torque@1600rpm,456 horsepower@6000rpm,19.8 gal,"179"" L x 76.3"" W x 50.7"" H","103.5""",P255/35ZR19,"""","39.5""",Null,"3,560 lbs",Null,16 city/22 hwy,"8-cyl, Turbo Gas, 4.0L",Rear Wheel Drive,Automatic,White/Brown,None,2']
165,2013 Ford Mustang,"$16,998*",73K miles,10 year(s),No Accidents or Damage Reported,Null,,280 torque@4250rpm,305 horsepower@6500rpm,16.000 gal,"188.500"" L x 73.900"" W x 55.600"" H","107.100""",P215/60R17,"42.400""","38.500""",Null,"3,501 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.7L",Null,Automatic,Silver/Black,None,2']
166,2020 Ford Mustang Ecoboost Premium,"$29,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
167,2020 Ford Mustang Ecoboost,"$26,998*",23K miles,3 year(s),,Null,1 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
168,2021 Ford Mustang GT Premium,"$40,998*",12K miles,2 year(s),No Accidents or Damage Reported,Null,,420 torque@4600rpm,460 horsepower@7500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,825 lbs",Null,Null,"8-cyl, Gas, 5.0L",Null,Automatic,White/Black,None,2']
169,2013 Audi A5 Premium Plus,"$19,998*",73K miles,10 year(s),,Null,4 Service Record(s) Reported,258 torque@1500rpm,211 horsepower@4300rpm,16.900 gal,"182.100"" L x 73.000"" W x 54.400"" H","108.300""",P245/40R18,"41.300""","40.000""",Null,"4,034 lbs",Null,20 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
170,2020 Ford Mustang Ecoboost,"$23,998*",42K miles,3 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
171,2022 BMW 430 I xDrive,"$35,998*",44K miles,1 year(s),No Accidents or Damage Reported,Null,,294 torque@1550rpm,255 horsepower@5000rpm,15.6 gal,"187.9"" L x 72.9"" W x 54.8"" H","112.2""",P225/45HR18,"41.8""","38""",Null,"3,708 lbs",Null,23 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Tan,None,2']
172,2021 Ford Mustang Ecoboost Premium,"$25,998*",42K miles,2 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
173,2021 Dodge Challenger R/T Scat Pack,"$41,998*",13K miles,2 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.7"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,230 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,Blue/Black,None,2']
174,2023 BMW M2,"$70,998*",1K miles,Current Year,No Accidents or Damage Reported,Null,,406 torque@2650rpm,453 horsepower@6250rpm,13.7 gal,"180.3"" L x 74.3"" W x 55.2"" H","108.1""",P275/30YR19,"41.5""","40.1""",Null,"3,814 lbs",Null,Null,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Manual 6 Speed,Black/Tan,None,2']
175,2018 Chevrolet Camaro LT,"$25,998*",39K miles,5 year(s),No Accidents or Damage Reported,Null,,284 torque@5300rpm,335 horsepower@6800rpm,19.0 gal,"188.30"" L x 74.70"" W x 53.10"" H","110.70""",P245/50R18,"43.90""","38.50""",Null,"3,339 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Silver/Black,None,2']
176,2017 Volkswagen Beetle Classic,"$21,998*",88K miles,6 year(s),No Accidents or Damage Reported,Null,,184 torque@1500rpm,170 horsepower@4800rpm,14.5 gal,"168.4"" L x 71.2"" W x 58"" H","100""",P215/55HR17,"41.3""","39.3""",Null,"3,225 lbs",Null,24 city/33 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,Orange/Gray,None,2']
177,2017 Volkswagen Beetle SE,"$29,998*",19K miles,6 year(s),Multiple Damage Events,Null,,184 torque@1500rpm,170 horsepower@4800rpm,14.5 gal,"168.4"" L x 71.2"" W x 58"" H","100""",P215/55HR17,"41.3""","39.3""",Null,"3,225 lbs",Null,24 city/33 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,White/Cream,None,2']
178,2019 Chevrolet Camaro LT,"$25,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,295 torque@3000-4500rpm,275 horsepower@5600rpm,19.0 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/50R18,"43.9""","38.5""",Null,"3,354 lbs",Null,20 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Red/Black,None,2']
179,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
180,2020 BMW 230 I,"$32,998*",23K miles,3 year(s),,Null,,258 torque@1450rpm,248 horsepower@5200rpm,13.7 gal,"174.7"" L x 69.8"" W x 55.6"" H","105.9""",P205/50HR17,"41.5""","40.5""",Null,"3,680 lbs",Null,23 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,White/Black,None,2']
181,2021 Ford Mustang Ecoboost,"$25,998*",30K miles,2 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,29 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Manual 6 Speed,White/Black,None,2']
182,2019 Audi A5 Premium Plus,"$37,998*",18K miles,4 year(s),No Accidents or Damage Reported,Null,,273 torque@1600rpm,248 horsepower@5000rpm,15.3 gal,"184"" L x 72.7"" W x 54.4"" H","108.9""",P245/40HR18,"41.3""","40""",Null,"3,990 lbs",Null,23 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Blue/Gray,None,2']
183,2018 Ford Mustang Ecoboost,"$23,998*",37K miles,5 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
184,2022 Ford Mustang Ecoboost Premium,"$26,998*",35K miles,1 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Red/Black,None,2']
185,2019 Dodge Challenger R/T Scat Pack Widebody,"$47,998*",16K miles,4 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 79.2"" W x 57.5"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,232 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,White/Black,None,2']
186,2020 Chevrolet Camaro 2SS,"$40,998*",15K miles,3 year(s),No Accidents or Damage Reported,Null,,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/40ZR20,"43.9""","38.4""",Null,"3,937 lbs",Null,16 city/24 hwy,"8-cyl, Gas, 6.2L",Null,Automatic,Blue/Black,None,2']
187,2018 BMW 230 I,"$27,998*",51K miles,5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,258 torque@1450rpm,248 horsepower@5200rpm,13.7 gal,"174.7"" L x 69.8"" W x 55.6"" H","105.9""",P205/50HR17,"41.5""","40.5""",Null,"3,680 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,White/Brown,None,2']
188,2019 Ford Mustang Ecoboost Premium,"$26,998*",41K miles,4 year(s),,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
189,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
190,2017 Ford Mustang,"$23,998*",44K miles,6 year(s),No Accidents or Damage Reported,Null,,280 torque@4000rpm,300 horsepower@6500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55HR17,"44.5""","37.6""",Null,"3,526 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,Red/Black,None,2']
191,2020 Dodge Challenger R/T,"$35,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,182 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Null,Automatic,Gray/Black,None,2']
192,2015 BMW 428 XI,"$27,998*",47K miles,8 year(s),,Null,,255 torque@1250rpm,240 horsepower@5000rpm,15.8 gal,"182.6"" L x 71.9"" W x 54.5"" H","110.6""",P225/50VR17,"42.2""","40.4""",Null,"4,160 lbs",Null,21 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Brown,None,2']
193,2021 Ford Mustang Ecoboost Premium,"$32,998*",9K miles,2 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
194,2012 Cadillac CTS Performance,"$21,998*",47K miles,11 year(s),,Null,19 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"6-cyl, , 3.6L",Null,Automatic,Blue/Gray,None,2']
195,2021 Ford Mustang GT Premium,"$42,998*",4K miles,2 year(s),No Accidents or Damage Reported,Null,,420 torque@4600rpm,460 horsepower@7500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,705 lbs",Null,Null,"8-cyl, Gas, 5.0L",Null,Automatic,Silver/Black,None,2']
196,2018 Audi A5 Premium Plus,"$34,998*",32K miles,5 year(s),No Accidents or Damage Reported,Null,,273 torque@1600rpm,252 horsepower@5000rpm,15.3 gal,"184"" L x 72.7"" W x 54.4"" H","108.9""",P245/40HR18,"41.3""","40""",Null,"3,990 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Gray,None,2']
197,2014 Mercedes-Benz E350,"$24,998*",56K miles,9 year(s),,Null,1 Service Record(s) Reported,273 torque@3500rpm,302 horsepower@6500rpm,17.4 gal,"185"" L x 70.3"" W x 55"" H","108.7""",P235/40HR18,"42""","38.3""",Null,"3,883 lbs",Null,19 city/28 hwy,"6-cyl, Gas, 3.5L",Rear Wheel Drive,Automatic,Blue/Brown,None,2']
198,2013 Mini Cooper,"$15,998*",42K miles,10 year(s),,Null,6 Service Record(s) Reported,118 torque@4250rpm,122 horsepower@6000rpm,10.566 gal,"146.771"" L x 66.259"" W x 54.251"" H","97.125""",P175/65R15,"41.700""","38.385""",Null,"2,403 lbs",Null,29 city/37 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Manual 6 Speed,Blue/Black,None,2']
199,2021 Dodge Challenger R/T Scat Pack Widebody,"$56,998*",5K miles,2 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 79.2"" W x 57.7"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,308 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Rear Wheel Drive,Manual 6 Speed,Burgundy/Black,None,2']
